"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Game/ParagonTwinblast/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","23","4","1","107.340553","0","166"
"/Game/ParagonTwinblast/FX/Materials/Flares/M_Tri_Test.M_Tri_Test","0","0","75","1","0.000000","0","0"
"/Game/Nicole_assets/Unreal_assets/Sphere008Mat.Sphere008Mat","0","14","1","1","43.261585","0","97"
"/Game/Nicole_assets/Unreal_assets/Sphere007Mat.Sphere007Mat","0","14","1","1","29.657309","0","89"
"/Game/Nicole_assets/Unreal_assets/Sphere006Mat.Sphere006Mat","0","14","3","1","32.220821","0","98"
"/Game/Nicole_assets/Unreal_assets/Sphere005Mat.Sphere005Mat","0","14","1","1","32.215683","0","92"
"/Game/Nicole_assets/Unreal_assets/Sphere004Mat.Sphere004Mat","0","14","1","1","27.839453","0","88"
"/Game/Nicole_assets/Unreal_assets/Sphere003Mat.Sphere003Mat","0","14","1","1","29.873745","0","110"
"/Game/Nicole_assets/Unreal_assets/Sphere002Mat.Sphere002Mat","0","14","1","1","24.455379","0","118"
"/Game/Nicole_assets/Unreal_assets/Sphere001Mat.Sphere001Mat","0","14","1","1","21.532600","0","118"
"/Game/Nicole_assets/Unreal_assets/Material.Material","0","23","1","1","33.946602","0","298"
"/Game/Nicole_assets/Unreal_assets/Line023Mat.Line023Mat","0","14","1","1","21.473650","0","118"
"/Game/Nicole_assets/Unreal_assets/Line022Mat.Line022Mat","0","14","1","1","20.306524","0","118"
"/Game/Nicole_assets/Unreal_assets/Line021Mat.Line021Mat","0","14","1","1","19.195568","0","102"
"/Game/Nicole_assets/Unreal_assets/Line020Mat.Line020Mat","0","14","1","1","19.445780","0","118"
"/Game/Nicole_assets/Unreal_assets/Line019Mat.Line019Mat","0","14","1","1","18.534597","0","118"
"/Game/Nicole_assets/Unreal_assets/Line018Mat.Line018Mat","0","23","1","1","28.615803","0","277"
"/Game/Nicole_assets/Unreal_assets/Line017Mat.Line017Mat","0","14","1","1","18.642750","0","118"
"/Game/Nicole_assets/Unreal_assets/Line016Mat.Line016Mat","0","14","1","1","21.238070","0","118"
"/Game/Nicole_assets/Unreal_assets/Line015Mat.Line015Mat","0","14","1","1","17.999916","0","118"
"/Game/Nicole_assets/Unreal_assets/Line008Mat.Line008Mat","0","14","1","1","20.039080","0","118"
"/Game/Nicole_assets/Unreal_assets/Line007Mat.Line007Mat","0","14","1","1","19.019918","0","118"
"/Game/Nicole_assets/Unreal_assets/Line006Mat.Line006Mat","0","14","1","1","20.106045","0","118"
"/Game/Nicole_assets/Unreal_assets/Line005Mat.Line005Mat","0","14","1","1","17.898109","0","118"
"/Game/Nicole_assets/Unreal_assets/Line002Mat.Line002Mat","0","14","1","1","20.699471","0","118"
"/Game/Nicole_assets/Unreal_assets/Line001Mat.Line001Mat","0","14","1","1","18.131763","0","118"
"/Game/Nicole_assets/Unreal_assets/Donut004Mat.Donut004Mat","0","14","1","1","16.963223","0","118"
"/Game/Nicole_assets/Unreal_assets/Donut002Mat.Donut002Mat","0","14","1","1","18.051357","0","109"
"/Game/Nicole_assets/Unreal_assets/Donut001Mat.Donut001Mat","0","14","1","1","19.699936","0","105"
"/Game/Nicole_assets/Unreal_assets/Cylinder022Mat.Cylinder022Mat","0","14","1","1","18.687906","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder021Mat.Cylinder021Mat","0","14","1","1","18.801420","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder020Mat.Cylinder020Mat","0","14","1","1","17.791811","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder019Mat.Cylinder019Mat","0","14","1","1","18.996895","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder018Mat.Cylinder018Mat","0","14","1","1","19.726885","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder017Mat.Cylinder017Mat","0","14","1","1","17.923590","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder016Mat.Cylinder016Mat","0","14","1","1","21.328220","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder015Mat.Cylinder015Mat","0","14","1","1","19.630953","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder014Mat.Cylinder014Mat","0","14","1","1","19.134680","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder013Mat.Cylinder013Mat","0","14","1","1","18.011755","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder012Mat.Cylinder012Mat","0","14","1","1","19.262968","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder011Mat.Cylinder011Mat","0","14","2","1","19.399206","0","105"
"/Game/Nicole_assets/Unreal_assets/Cylinder008Mat.Cylinder008Mat","0","14","3","1","20.805960","0","113"
"/Game/Nicole_assets/Unreal_assets/Cylinder007Mat.Cylinder007Mat","0","14","1","1","19.984741","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder006Mat.Cylinder006Mat","0","14","1","1","18.591230","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder005Mat.Cylinder005Mat","0","14","1","1","19.286980","0","108"
"/Game/Nicole_assets/Unreal_assets/Cylinder004Mat.Cylinder004Mat","0","14","1","1","18.847113","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder003Mat.Cylinder003Mat","0","14","1","1","20.984159","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder002Mat.Cylinder002Mat","0","14","1","1","18.433582","0","118"
"/Game/Nicole_assets/Unreal_assets/Cylinder001Mat.Cylinder001Mat","0","14","1","1","18.096935","0","118"
